,rna,method,LociPARSE,RNArank,RNA3DCNN,ARES,tb_mcq,PAMnet,clash,3drnascore,RNA-BRiQ,RASP-ENERGY,DFIRE,cgRNASP
126,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-10.fixed.pdb,RNAJP,0.68,0.629,14.030664,6.38,15.16,5.83,29.15082382762991,27.39,-30.32,-34029.4,-44784.12,-335.33
127,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-4.fixed.pdb,RNAJP,0.64,0.437,14.750582,6.7,15.86,5.84,29.15082382762991,27.27,8.74,-32113.7,-43759.16,-335.56
128,dataset1.DeepFoldRNA.ENST00000408239.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.64,0.353,1.9030817,6.44,8.75,4.02,16.9061707523246,25.06,-50.88,-43170.2,-40973.45,-293.42
129,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-3.fixed.pdb,RNAJP,0.66,0.637,15.590491,6.76,15.35,6.01,29.15082382762991,27.28,-17.42,-32821.0,-44193.47,-345.67
130,dataset3.RNAComposer.ENST00000408239.fixed.pdb,RNAComposer,0.69,0.759,16.08425,6.89,21.25,6.1,35.35573985159319,28.31,93.69,-25984.6,-40628.59,-357.27
131,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-5.fixed.pdb,RNAJP,0.66,0.563,13.070639,6.84,14.01,5.95,27.46092099704267,27.27,-19.29,-34435.1,-44024.35,-322.35
132,dataset3.3dRNA.ENST00000408239.test_01.pred2.min.fixed.pdb,3dRNA,0.65,0.585,20.566404,7.09,23.16,6.35,24.006983849847227,29.97,128.2,-26660.4,-43451.2,-413.19
133,dataset1.SimRNA.ENST00000408239.fixed.pdb,SimRNA,0.56,0.398,10.72219,7.67,15.78,4.13,86.74803836094159,37.37,1060.35,-27768.5,-50435.15,-410.39
134,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-6.fixed.pdb,RNAJP,0.65,0.519,14.259538,6.76,15.21,6.0,28.7283481199831,27.14,-23.37,-33004.3,-44407.18,-336.98
135,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-2.fixed.pdb,RNAJP,0.64,0.564,16.471466,6.98,15.72,6.07,27.88339670468948,27.65,-1.6,-32836.2,-44532.92,-334.8
136,dataset3.3dRNA.ENST00000408239.test_01.pred3.min.fixed.pdb,3dRNA,0.67,0.572,18.97123,7.42,23.32,6.67,19.64207769532955,28.93,109.45,-29119.8,-41654.04,-365.12
137,dataset3.3dRNA.ENST00000408239.test_01.pred4.min.fixed.pdb,3dRNA,0.64,0.543,17.4124,7.19,22.84,6.1,25.7529463116543,29.18,141.98,-29523.9,-44170.65,-352.02
138,dataset3.3dRNA.ENST00000408239.test_01.pred5.min.fixed.pdb,3dRNA,0.67,0.694,19.08736,7.39,23.35,5.87,21.82453077258839,29.43,149.82,-29961.0,-44960.46,-420.46
139,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-7.fixed.pdb,RNAJP,0.67,0.559,14.180509,6.69,16.15,5.89,27.88339670468948,27.53,59.55,-34562.6,-45164.61,-355.47
140,dataset3.DRfold.ENST00000408239.DPR.fixed.pdb,DRfold,0.62,0.351,10.94916,7.32,25.2,5.68,21.388040157136622,33.33,910.45,-30497.3,-35287.69,-186.68
141,dataset3.AF3.ENST00000408239.model_0.fixed.pdb,Alphafold3,0.74,0.515,1.4097533,5.95,7.79,3.62,28.90932982917214,33.19,29.48,-48624.9,-55481.86,-540.52
142,dataset3.trRosettaRNA.ENST00000408239.model_1.fixed.pdb,trRosettaRNA,0.56,0.353,19.361156,7.36,16.8,7.97,10.02615518744551,26.83,84.69,-30982.4,-34742.02,-295.16
143,dataset3.DRfold2.ENST00000408239.DPR.fixed.pdb,DRfold2,0.67,0.7,9.397347,6.86,18.42,4.9,22.667829119442022,35.12,357.06,-34517.7,-47829.49,-444.03
144,dataset3.3dRNA.ENST00000408239.test_01.pred1.min.fixed.pdb,3dRNA,0.66,0.538,19.22847,7.24,20.27,6.7,24.443474465298998,28.74,82.8,-29421.0,-42893.1,-377.06
145,dataset3.RNAJP.ENST00000408239.em_predicted_ENST00000408239-1.fixed.pdb,RNAJP,0.65,0.608,14.268283,6.36,15.72,5.71,27.46092099704267,27.22,-14.69,-34310.2,-45373.14,-373.47
146,dataset3.3dRNA.ENST00000516765.test_01.pred4.min.fixed.pdb,3dRNA,0.7,0.912,16.828178,7.58,27.27,4.59,30.176415970287838,29.25,87.76,-30927.3,-45060.52,-392.52
147,dataset3.RNAComposer.ENST00000516765.fixed.pdb,RNAComposer,0.51,0.524,14.198582,6.72,17.69,7.43,19.96285979572888,28.26,97.82,-23233.6,-36729.98,-332.65
148,dataset1.DeepFoldRNA.ENST00000516765.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.66,0.642,13.88304,7.2,16.07,4.12,24.719101123595507,24.91,63.61,-31260.3,-41535.09,-324.02
149,dataset3.DRfold2.ENST00000516765.DPR.fixed.pdb,DRfold2,0.68,0.64,12.502572,6.84,20.41,4.02,26.88919796012981,35.67,541.52,-34021.3,-48840.24,-432.6
150,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-6.fixed.pdb,RNAJP,0.66,0.645,13.099082,6.97,14.77,4.77,37.28661275831087,26.04,-34.92,-32706.8,-44155.35,-389.36
151,dataset3.trRosettaRNA.ENST00000516765.model_1.fixed.pdb,trRosettaRNA,0.62,0.785,22.899757,7.29,26.36,7.14,22.716736207695874,26.01,143.63,-28407.5,-39128.1,-397.79
152,dataset3.Vfold.ENST00000516765.npk1_vfold.fixed.pdb,Vfold,0.7,0.769,14.254896,6.98,15.64,5.46,16.226240148354197,33.6,211.64,-29906.0,-44581.5,-372.96
153,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-1.fixed.pdb,RNAJP,0.66,0.609,12.936105,6.86,13.99,4.59,35.93890386343217,25.73,-5.92,-32547.1,-44314.56,-393.87
154,dataset3.3dRNA.ENST00000516765.test_01.pred1.min.fixed.pdb,3dRNA,0.69,0.852,17.531883,7.74,26.55,5.34,24.14113277623027,28.64,89.26,-28434.1,-41437.58,-356.51
155,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-10.fixed.pdb,RNAJP,0.67,0.639,12.24994,6.86,15.32,4.44,35.04043126684636,25.98,-5.38,-33031.2,-44420.75,-400.49
156,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-3.fixed.pdb,RNAJP,0.64,0.611,11.912444,6.88,14.06,4.7,35.93890386343217,25.78,-36.72,-32703.2,-44280.06,-399.96
157,dataset3.AF3.ENST00000516765.model_0.fixed.pdb,Alphafold3,0.79,0.577,2.2553682,6.06,9.0,2.84,8.368200836820083,32.49,-205.72,-48444.5,-52660.16,-545.56
158,dataset3.NuFold.ENST00000516765_rank_1.pdb,NuFold,0.64,0.469,6.6234684,6.87,10.98,6.9,3.4891835310537336,30.12,-14.78,-34220.1,-36806.86,-310.19
159,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-5.fixed.pdb,RNAJP,0.65,0.647,13.316954,6.89,15.66,4.72,34.14195867026056,26.05,-14.69,-32092.3,-44109.47,-385.37
160,dataset1.DeepFoldRNA.ENST00000516765.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.71,0.733,13.259551,7.07,16.09,4.56,25.617977528089888,24.96,67.11,-33615.0,-43329.11,-357.67
161,dataset1.DeepFoldRNA.ENST00000516765.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.7,0.769,13.391551,7.11,15.58,4.03,24.719101123595507,25.19,62.96,-32087.4,-42741.91,-332.75
162,dataset1.DeepFoldRNA.ENST00000516765.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.66,0.71,13.3998785,7.04,15.57,4.74,21.573033707865168,25.15,58.7,-31949.1,-43485.9,-357.54
163,dataset3.3dRNA.ENST00000516765.test_01.pred2.min.fixed.pdb,3dRNA,0.68,0.876,13.062386,6.89,25.59,5.03,23.212627669452182,28.34,79.45,-33502.0,-46187.06,-433.51
164,dataset3.Rhofold.ENST00000516765.relaxed_1000.fixed.pdb,RhoFold,0.61,0.715,23.735846,8.24,56.44,8.38,5.10677808727948,37.24,457.45,-18773.5,-28136.72,-247.19
165,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-7.fixed.pdb,RNAJP,0.65,0.611,12.43158,6.95,14.81,4.78,35.04043126684636,26.09,-18.93,-32781.1,-44462.09,-431.43
166,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-2.fixed.pdb,RNAJP,0.67,0.642,11.870806,6.85,14.25,4.76,33.692722371967655,25.94,20.89,-32661.6,-43853.93,-414.47
167,dataset1.DeepFoldRNA.ENST00000516765.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.67,0.731,12.4413805,7.03,16.64,4.67,25.168539325842698,24.86,67.6,-33213.4,-42382.9,-349.17
168,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-4.fixed.pdb,RNAJP,0.67,0.627,13.319362,6.69,13.59,4.46,34.14195867026056,26.08,4.38,-33564.5,-44442.26,-410.82
169,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-8.fixed.pdb,RNAJP,0.66,0.652,12.990823,7.07,14.97,5.01,30.997304582210244,26.05,11.22,-32520.3,-43358.84,-404.2
170,dataset3.RNAJP.ENST00000516765.em_predicted_ENST00000516765-9.fixed.pdb,RNAJP,0.66,0.615,13.050185,7.12,15.49,4.5,38.63432165318958,26.12,-22.64,-31621.8,-44250.81,-387.4
171,dataset3.3dRNA.ENST00000516765.test_01.pred3.min.fixed.pdb,3dRNA,0.59,0.787,18.502487,7.44,30.47,3.84,93.77901578458682,34.19,845.84,-20516.7,-45754.87,-495.03
172,dataset3.DRfold.ENST00000516765.DPR.fixed.pdb,DRfold,0.6,0.593,15.935958,7.74,22.97,7.4,25.998142989786444,33.59,937.39,-26985.8,-36672.23,-292.03
173,dataset1.SimRNA.ENST00000516765.fixed.pdb,SimRNA,0.58,0.308,10.859783,8.1060066,16.89,3.88,40.333796940194716,33.97,381.48,-33315.7,-42340.65,-402.99
174,dataset3.RoseTTAFold2NA.ENST00000516765.model_00.fixed.pdb,RoseTTAFold2NA,0.75,0.537,7.818878,7.2,11.44,4.97,57.95085767269356,28.77,68.76,-41429.8,-46344.84,-410.97
175,dataset3.3dRNA.ENST00000516765.test_01.pred5.min.fixed.pdb,3dRNA,0.71,0.913,15.909791,7.04,24.11,5.05,24.14113277623027,28.82,84.97,-29868.9,-42828.57,-360.5
176,dataset1.DeepFoldRNA.ENST00000516765.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.69,0.751,11.807172,7.07,15.04,4.17,23.820224719101123,24.92,50.2,-34388.4,-44410.62,-394.43
177,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-7.fixed.pdb,RNAJP,0.65,0.577,14.24738,6.42,17.01,4.74,23.194168323392976,26.72,6.22,-48135.2,-57366.7,-437.23
178,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-10.fixed.pdb,RNAJP,0.7,0.671,12.392218,6.3,15.82,4.62,23.525513585155732,26.46,-33.96,-52212.3,-60701.72,-503.6
179,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-6.fixed.pdb,RNAJP,0.71,0.676,13.42322,6.47,18.6,4.21,25.513585155732272,26.88,-5.19,-49694.7,-59117.15,-501.48
180,dataset1.DeepFoldRNA.ENST00000618281.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.62,0.49,11.1633215,6.8,14.24,4.48,19.887305270135897,25.08,-13.85,-50530.7,-58919.1,-470.8
181,dataset3.3dRNA.ENST00000618281.test_01.pred3.min.fixed.pdb,3dRNA,0.69,0.823,21.546972,7.2,28.45,5.43,21.56795617939062,29.37,186.5,-37774.2,-58326.53,-481.53
182,dataset3.3dRNA.ENST00000618281.test_01.pred5.min.fixed.pdb,3dRNA,0.64,0.898,27.717312,7.38,29.26,5.53,41.42416980486135,30.57,629.25,-25461.9,-57818.22,-467.51
183,dataset3.3dRNA.ENST00000618281.test_01.pred1.min.fixed.pdb,3dRNA,0.64,0.756,28.831318,7.32,26.83,6.28,28.414926395070182,29.99,221.03,-30442.8,-59133.51,-494.05
184,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-3.fixed.pdb,RNAJP,0.69,0.643,13.008032,6.56,17.39,4.41,24.519549370444004,26.66,4.42,-50582.2,-59140.31,-463.61
185,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-2.fixed.pdb,RNAJP,0.65,0.586,13.958449,6.27,15.41,5.01,23.525513585155732,26.61,-21.52,-49351.3,-59636.41,-472.22
186,dataset3.trRosettaRNA.ENST00000618281.model_1.fixed.pdb,trRosettaRNA,0.63,0.689,23.998625,7.42,21.53,6.28,20.177838577291382,26.61,50.09,-41473.0,-54334.77,-494.34
187,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-1.fixed.pdb,RNAJP,0.72,0.646,11.580518,6.23,16.42,4.28,25.84493041749503,26.63,-9.33,-53462.7,-61595.06,-503.47
188,dataset3.NuFold.ENST00000618281_rank_1.pdb,NuFold,0.72,0.553,7.2706175,6.67,12.25,5.66,7.755946225439503,30.91,84.99,-54493.3,-62193.03,-482.57
189,dataset3.RNAComposer.ENST00000618281.fixed.pdb,RNAComposer,0.66,0.886,19.911346,7.23,19.43,6.18,31.838411502909963,28.69,67.84,-35591.3,-54276.69,-437.77
190,dataset3.DRfold2.ENST00000618281.DPR.fixed.pdb,DRfold2,0.74,0.622,7.006146,6.46,19.6,4.57,12.995896032831737,31.73,62.9,-62353.6,-69452.16,-681.97
191,dataset3.Rhofold.ENST00000618281.relaxed_1000.fixed.pdb,RhoFold,0.58,0.691,32.182533,7.93,50.65,6.6,6.162273194111606,36.89,522.35,-33458.6,-49879.75,-492.36
192,dataset3.AF3.ENST00000618281.model_0.fixed.pdb,Alphafold3,0.8,0.583,2.2733767,6.32,12.33,2.94,7.235142118863049,31.7,-206.01,-70216.8,-75101.23,-694.82
193,dataset3.3dRNA.ENST00000618281.test_01.pred4.min.fixed.pdb,3dRNA,0.66,0.845,28.749113,7.3,29.1,5.37,30.81136597055803,31.06,299.44,-24265.0,-59102.12,-472.42
194,dataset1.SimRNA.ENST00000618281.fixed.pdb,SimRNA,0.6,0.409,18.674454,7.37,20.37,4.64,64.2954856361149,33.07,1125.24,-41481.6,-57617.97,-533.19
195,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-4.fixed.pdb,RNAJP,0.67,0.629,12.659293,6.39,15.27,4.84,21.53744201457919,26.73,-53.93,-50588.1,-59002.6,-464.86
196,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-9.fixed.pdb,RNAJP,0.67,0.581,15.346321,6.4,17.32,4.77,24.188204108681244,26.84,17.46,-46599.4,-57085.98,-460.32
197,dataset3.RoseTTAFold2NA.ENST00000618281.model_00.fixed.pdb,RoseTTAFold2NA,0.59,0.358,14.439635,7.65,14.65,8.9,10.943912448700411,28.24,224.79,-36852.6,-39873.93,-251.38
198,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-8.fixed.pdb,RNAJP,0.67,0.594,12.597951,6.51,16.8,4.5,22.531477799867464,26.61,-12.81,-51910.5,-59263.99,-453.52
199,dataset3.Vfold.ENST00000618281.npk1_vfold.fixed.pdb,Vfold,0.67,0.921,21.350786,6.62,18.26,5.99,12.995896032831737,31.88,193.7,-34764.4,-54131.84,-439.2
200,dataset3.DRfold.ENST00000618281.DPR.fixed.pdb,DRfold,0.65,0.6,10.493436,6.99,28.78,3.37,35.9465936323177,34.07,1965.15,-40182.5,-56561.94,-340.8
201,dataset1.DeepFoldRNA.ENST00000618281.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.6,0.552,13.679863,7.4,16.11,4.71,21.21312562147829,25.3,-9.44,-48385.9,-57792.43,-477.38
202,dataset3.RNAJP.ENST00000618281.em_predicted_ENST00000618281-5.fixed.pdb,RNAJP,0.66,0.623,12.933953,6.22,16.34,4.65,20.87475149105368,26.56,-10.85,-51078.4,-58774.57,-463.18
203,dataset3.3dRNA.ENST00000618281.test_01.pred2.min.fixed.pdb,3dRNA,0.66,0.873,28.771013,7.41,32.38,5.46,37.31598767545361,31.03,631.91,-27338.3,-58212.18,-465.66
204,dataset3.DRfold2.ENST00000621422.DPR.fixed.pdb,DRfold2,0.59,0.712,11.636687,6.81,21.2,5.43,14.73063973063973,35.47,327.81,-31978.3,-47931.04,-433.88
205,dataset1.SimRNA.ENST00000621422.fixed.pdb,SimRNA,0.6,0.373,13.435053,7.01,17.44,4.74,53.45117845117845,35.3,707.28,-35787.0,-48725.09,-417.36
206,dataset1.DeepFoldRNA.ENST00000621422.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.61,0.506,9.977823,6.46,10.63,3.46,27.346938775510203,28.21,13.71,-39160.8,-50714.53,-386.75
207,dataset3.trRosettaRNA.ENST00000621422.model_1.fixed.pdb,trRosettaRNA,0.59,0.486,26.662945,7.31,23.31,7.29,14.30976430976431,28.95,125.24,-28532.2,-40585.15,-306.99
208,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-3.fixed.pdb,RNAJP,0.71,0.623,12.156616,6.34,13.42,5.08,32.63973888208894,28.34,-121.33,-37820.6,-50603.19,-414.74
209,dataset3.RoseTTAFold2NA.ENST00000621422.model_00.fixed.pdb,RoseTTAFold2NA,0.57,0.389,11.786085,7.42,13.21,7.82,48.821548821548824,32.17,221.53,-33466.3,-41236.0,-308.93
210,dataset3.Rhofold.ENST00000621422.relaxed_1000.fixed.pdb,RhoFold,0.43,0.464,37.4648,7.12,64.19,6.93,40.4551201011378,48.09,1448.8,131.58,-44458.11,-229.95
211,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-1.fixed.pdb,RNAJP,0.69,0.702,11.435124,6.21,13.24,4.76,33.45573235414117,28.56,-113.58,-38184.7,-52870.12,-483.22
212,dataset3.3dRNA.ENST00000621422.test_01.pred1.min.fixed.pdb,3dRNA,0.68,0.658,18.446482,7.02,28.53,6.23,25.705857564264644,29.86,155.68,-28516.7,-44384.08,-329.84
213,dataset3.DRfold.ENST00000621422.DPR.fixed.pdb,DRfold,0.55,0.606,11.03572,8.8646946,26.97,6.27,348.0825958702065,42.83,5244.39,-17514.0,-48367.23,-318.31
214,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-5.fixed.pdb,RNAJP,0.66,0.562,12.584835,6.1,14.17,4.96,33.047735618115055,28.59,-87.31,-38240.1,-51060.05,-429.74
215,dataset3.AF3.ENST00000621422.model_0.fixed.pdb,Alphafold3,0.75,0.512,3.2725477,5.61,9.91,3.04,15.247776365946633,35.66,-153.57,-45054.1,-61773.13,-641.87
216,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-4.fixed.pdb,RNAJP,0.68,0.706,11.493654,6.12,15.66,4.73,36.31170950632395,29.13,-71.58,-39451.7,-53047.47,-483.41
217,dataset3.RNAComposer.ENST00000621422.fixed.pdb,RNAComposer,0.66,0.831,13.286361,6.71,19.38,6.29,45.51201011378002,30.33,85.82,-26026.2,-47486.23,-411.5
218,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-6.fixed.pdb,RNAJP,0.68,0.659,10.8496895,5.95,13.23,4.72,32.63973888208894,28.77,-110.48,-38733.0,-53510.78,-443.58
219,dataset3.3dRNA.ENST00000621422.test_01.pred5.min.fixed.pdb,3dRNA,0.67,0.721,17.52912,6.89,20.24,5.65,25.705857564264644,29.58,84.32,-30102.9,-49132.32,-418.99
220,dataset3.3dRNA.ENST00000621422.test_01.pred2.min.fixed.pdb,3dRNA,0.63,0.58,20.121323,6.72,23.85,6.79,27.39148756847872,30.19,233.3,-26993.9,-44969.22,-336.93
221,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-8.fixed.pdb,RNAJP,0.68,0.621,12.514431,6.0,13.76,4.94,31.415748674010608,28.25,-45.09,-38397.8,-50741.38,-425.76
222,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-2.fixed.pdb,RNAJP,0.66,0.659,11.537288,5.76,15.41,4.75,36.31170950632395,28.58,-43.56,-38132.4,-50722.38,-422.51
223,dataset3.NuFold.ENST00000621422_rank_1.pdb,NuFold,0.67,0.459,10.071364,6.19,12.59,4.96,23.521932612841702,34.26,166.45,-42250.0,-53635.17,-459.45
224,dataset1.DeepFoldRNA.ENST00000621422.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.66,0.487,9.814189,6.45,12.92,4.07,19.183673469387756,27.51,2.27,-40347.7,-46666.51,-361.22
225,dataset3.3dRNA.ENST00000621422.test_01.pred4.min.fixed.pdb,3dRNA,0.63,0.521,18.070475,6.75,28.54,5.73,29.49852507374631,30.8,192.44,-26730.5,-47398.54,-419.12
226,dataset3.3dRNA.ENST00000621422.test_01.pred3.min.fixed.pdb,3dRNA,0.68,0.604,18.796587,6.64,24.17,6.37,25.284450063211125,30.33,123.98,-28048.3,-47004.64,-387.51
227,dataset1.DeepFoldRNA.ENST00000621422.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.62,0.448,12.510409,6.76,14.2,4.31,24.897959183673468,27.43,61.73,-34242.9,-44869.39,-318.8
228,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-10.fixed.pdb,RNAJP,0.68,0.657,11.44706,5.89,13.73,4.98,35.49571603427172,28.88,-93.02,-38137.9,-53406.26,-452.61
229,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-7.fixed.pdb,RNAJP,0.69,0.65,12.399825,6.03,12.78,5.0,33.863729090167276,28.88,-93.52,-37401.6,-52588.65,-451.64
230,dataset1.DeepFoldRNA.ENST00000621422.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.66,0.445,9.96564,6.88,12.62,4.67,24.897959183673468,27.4,-1.26,-36967.8,-44947.33,-323.2
231,dataset3.RNAJP.ENST00000621422.em_predicted_ENST00000621422-9.fixed.pdb,RNAJP,0.66,0.604,11.548057,5.9,13.59,4.77,32.63973888208894,29.28,-79.57,-38683.0,-53716.33,-464.86
232,dataset1.DeepFoldRNA.ENST00000621422.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.398,12.44789,6.82,15.6,4.95,25.714285714285715,27.93,74.52,-32416.4,-45071.19,-319.3
233,dataset1.DeepFoldRNA.ENST00000621422.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.487,10.19939,6.57,11.79,4.58,17.959183673469386,27.93,26.76,-36817.2,-46589.65,-343.4
234,dataset1.DeepFoldRNA.ENST00000628469.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.68,0.269,-2.0943425,6.12,11.74,3.68,0.0,25.68,-22.34,-46266.1,-30876.4,-177.25
235,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-1.fixed.pdb,RNAJP,0.59,0.621,19.961561,6.38,18.36,5.53,29.537504858142245,30.21,21.54,-29567.3,-54745.81,-435.12
236,dataset1.DeepFoldRNA.ENST00000628469.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.61,0.404,7.483737,6.5,14.1,4.35,18.662519440124417,26.66,12.74,-44484.5,-46229.27,-325.38
237,dataset3.trRosettaRNA.ENST00000628469.model_1.fixed.pdb,trRosettaRNA,0.62,0.461,23.372423,7.18,19.9,7.08,13.231756214915798,26.99,86.64,-36772.8,-43917.22,-392.33
238,dataset3.NuFold.ENST00000628469_rank_1.pdb,NuFold,0.61,0.385,8.572293,6.7,12.36,5.2,129.98790810157195,32.7,2393.2,-39276.5,-43565.63,-352.88
239,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-9.fixed.pdb,RNAJP,0.57,0.669,21.562807,6.41,19.64,5.93,30.70345899727944,30.74,36.56,-28462.9,-54823.15,-445.06
240,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-3.fixed.pdb,RNAJP,0.59,0.582,20.231556,6.3,17.88,5.84,30.70345899727944,30.01,-3.74,-29814.3,-53541.81,-406.95
241,dataset3.DRfold.ENST00000628469.DPR.fixed.pdb,DRfold,0.57,0.405,23.136896,7.21,31.51,5.42,37.735849056603776,35.8,1251.82,-18761.8,-41054.88,-211.26
242,dataset1.SimRNA.ENST00000628469.fixed.pdb,SimRNA,0.55,0.368,20.502851,7.52,19.08,5.77,55.73376102646351,34.9,644.49,-27794.7,-47451.81,-413.11
243,dataset3.Rhofold.ENST00000628469.relaxed_1000.fixed.pdb,RhoFold,0.58,0.758,27.200018,7.54,61.86,6.32,6.423123243677238,41.18,456.5,-32010.6,-46419.09,-415.58
244,dataset3.Vfold.ENST00000628469.npk1_vfold.fixed.pdb,Vfold,0.68,0.695,15.087783,6.69,16.23,4.72,117.08099438652766,35.66,919.63,-29479.7,-52554.03,-374.89
245,dataset3.3dRNA.ENST00000628469.test_01.pred4.min.fixed.pdb,3dRNA,0.64,0.716,25.28508,7.3,28.41,6.84,23.685266961059817,29.71,371.04,-28093.8,-48485.52,-429.38
246,dataset3.DRfold2.ENST00000628469.DPR.fixed.pdb,DRfold2,0.69,0.416,7.0374393,6.22,17.59,4.04,20.04811547714515,32.73,148.18,-43948.8,-51293.78,-429.78
247,dataset1.DeepFoldRNA.ENST00000628469.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.65,0.37,4.501192,6.46,13.93,4.34,18.662519440124417,25.53,-5.24,-45167.9,-44049.43,-297.43
248,dataset1.DeepFoldRNA.ENST00000628469.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.64,0.368,4.0069246,6.34,13.85,3.56,20.995334370139968,25.43,-36.2,-45662.3,-45695.58,-327.48
249,dataset3.RoseTTAFold2NA.ENST00000628469.model_00.fixed.pdb,RoseTTAFold2NA,0.69,0.359,2.7917228,6.9,12.16,5.8,37.28949478748998,29.42,78.62,-45407.1,-46808.81,-348.35
250,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-2.fixed.pdb,RNAJP,0.62,0.666,19.422667,6.53,18.23,5.58,30.31480761756704,29.85,14.93,-31062.0,-52093.14,-432.64
251,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-4.fixed.pdb,RNAJP,0.64,0.647,18.529284,6.42,17.66,5.17,28.371550719005054,29.59,16.97,-31991.8,-52427.61,-406.77
252,dataset3.AF3.ENST00000628469.model_0.fixed.pdb,Alphafold3,0.77,0.453,0.4420597,5.99,9.89,2.84,12.084592145015106,32.38,-183.64,-55059.2,-59793.2,-529.94
253,dataset3.3dRNA.ENST00000628469.test_01.pred1.min.fixed.pdb,3dRNA,0.66,0.774,26.91381,7.39,32.31,6.82,31.714171015656362,30.34,315.4,-24519.4,-47037.74,-363.44
254,dataset1.DeepFoldRNA.ENST00000628469.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.61,0.476,9.888634,6.56,15.96,5.04,22.55054432348367,26.86,72.52,-41602.5,-46264.05,-336.63
255,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-8.fixed.pdb,RNAJP,0.64,0.599,19.392445,6.29,17.54,5.43,28.371550719005054,29.6,5.51,-32527.5,-53005.29,-418.28
256,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-5.fixed.pdb,RNAJP,0.62,0.59,19.456684,6.32,18.34,5.87,28.76020209871745,29.96,78.32,-29472.4,-53088.78,-422.58
257,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-7.fixed.pdb,RNAJP,0.59,0.601,20.946112,6.35,19.77,5.79,26.81694520015546,30.38,114.42,-27818.1,-53188.08,-442.14
